Accuracy History Horizon Time
0.9262717388532131 15 40 382.08143734931946
0.9146108019199067 15 45 383.6259536743164
0.9250139060432699 15 50 389.01551389694214
0.9199933747613495 15 55 383.584725856781
0.907309076219809 15 60 387.48707604408264
0.7129232468744533 20 1 436.08320021629333
0.9377831557374531 20 5 439.00830459594727
0.9514102243322285 20 10 438.0002689361572
0.9578032872403466 20 15 444.7542726993561
0.958953397022586 20 20 441.94539880752563
0.9588248151440409 20 25 437.208758354187
0.9539385897527981 20 30 452.13035106658936
0.9533126471227635 20 35 446.46142387390137
0.8514076410824327 20 40 449.54470109939575
0.8960548688429216 20 45 442.5958902835846
0.9402557910203102 20 50 443.0414626598358
0.9259348255665056 20 55 459.19303011894226
0.9351980958120587 20 60 458.89312863349915
0.6900966896176715 25 1 518.7807116508484
0.9231375124847513 25 5 520.5954720973969
0.9264784718634362 25 10 523.2580790519714
0.9660290713643584 25 15 509.207510471344
0.9701044208571198 25 20 509.509646654129
0.9560883532973401 25 25 515.2137477397919
0.946092453979918 25 30 515.6477780342102
0.9454759873234916 25 35 521.9354586601257
0.9383133895785253 25 40 525.7547979354858
0.9506356496438741 25 45 522.5557548999786
0.9222668750660296 25 50 515.5047397613525
0.9154497459235027 25 55 513.6596779823303
0.9479095080402433 25 60 529.9909224510193
0.6939996012800687 30 1 582.0451831817627
0.9592036986220275 30 5 587.5064272880554
0.9093164961803852 30 10 572.7242267131805
0.9664962960469694 30 15 577.3924400806427
0.9288905825674358 30 20 585.8663430213928
0.9509916486857906 30 25 579.9691202640533
0.9421623512682489 30 30 582.483811378479
0.946714505608857 30 35 577.4670901298523
0.9490229925558465 30 40 581.2236456871033
0.9253601404151982 30 45 584.4163475036621
0.9450516525506321 30 50 582.7182068824768
0.9487823852112066 30 55 584.7187991142273
0.9480890896091224 30 60 592.0911281108856
0.7445113561869423 35 1 650.8483085632324
0.9304518793084129 35 5 653.5066757202148
0.9406126011734359 35 10 655.549916267395
0.94638382037653 35 15 645.1735553741455
0.9521953592944182 35 20 657.2166221141815
0.9667171833609678 35 25 651.2560079097748
0.9515697457023226 35 30 667.8889241218567
0.9653513539719218 35 35 673.4683818817139
0.9474627681362185 35 40 676.0690395832062
0.9182666647286668 35 45 678.9605224132538
0.9528114052479241 35 50 657.0115418434143
0.8862358328370729 35 55 673.9526846408844
0.946816852473326 35 60 682.6368627548218
0.7548943054643886 40 1 736.9935541152954
0.9299132879390614 40 5 766.9477214813232
0.9573939337654207 40 10 769.8830327987671
0.9353206358852356 40 15 773.5895657539368
0.960081006592109 40 20 781.2130055427551
0.8736651568490466 40 25 781.6577136516571
0.9293807050641764 40 30 780.2482924461365
0.9575163721205028 40 35 807.5779514312744
0.9501395081322115 40 40 802.4865090847015
0.9444949098044363 40 45 799.218460559845
0.9603679109929161 40 50 778.2368264198303
0.9605615031572292 40 55 788.3931357860565
0.940486636032215 40 60 777.2580761909485
0.7540862648223492 45 1 591.6171607971191
0.9153211235963971 45 5 584.697411775589
0.919977521658216 45 10 603.3523850440979
0.9198812319899298 45 15 593.1548056602478
0.9661764432340856 45 20 597.7515320777893
0.967499135795644 45 25 590.458518743515
0.9524085437186889 45 30 589.1939096450806
0.6539751759875139 45 35 586.2235968112946
0.9530260037805812 45 40 590.4615297317505
0.9386357155656814 45 45 598.6624126434326
0.9610788790151584 45 50 595.8414013385773
0.9401865660091195 45 55 596.0875298976898
0.942185282920727 45 60 599.5736739635468
0.7078024140956083 50 1 668.5497064590454
0.965609434758484 50 5 652.5204594135284
0.9689183303544036 50 10 639.1599321365356
0.8972298802555088 50 15 662.9849498271942
0.956012632312977 50 20 681.1259708404541
0.9415245928621573 50 25 682.6344618797302
0.9606345720221254 50 30 671.5688757896423
0.9695883067815924 50 35 669.5861372947693
0.955338440177878 50 40 674.9252593517303
0.9551839845283653 50 45 672.2110579013824
0.9180698795875262 50 50 662.8112225532532
0.9582124916457214 50 55 678.0844860076904
0.9466245942256112 50 60 687.5999784469604
0.665160456956124 55 1 742.787038564682
0.9274362067470103 55 5 733.178257226944
0.9673347813739968 55 10 745.3751049041748
0.9651768988986164 55 15 743.6469006538391
0.9518254017504976 55 20 730.2521507740021
0.9635717518585201 55 25 724.9505913257599
0.9621643499049595 55 30 709.5524499416351
0.9346632087997353 55 35 711.3530669212341
0.9359243284463934 55 40 729.6332485675812
0.9631942744570695 55 45 755.9287402629852
0.9549345834349545 55 50 748.1924822330475
0.9401758103719065 55 55 758.4786121845245
0.9414169459362849 55 60 735.3263931274414
0.7007568716466097 60 1 718.2425312995911
0.9436211035430867 60 5 709.921772480011
0.9534271129497127 60 10 707.1098501682281
0.9491296820887409 60 15 708.9792833328247
0.9617230433399958 60 20 710.0939576625824
0.9597445986957214 60 25 710.7242097854614
0.9369955260092553 60 30 716.2869181632996
0.9620707812636246 60 35 719.0151212215424
0.9380256765807561 60 40 732.0590164661407
0.9460034183650897 60 45 745.9629335403442
0.9522735669724024 60 50 727.2413206100464
0.9518039302462851 60 55 756.5825374126434
0.937893846016664 60 60 762.2643632888794
